37,37,37,37,37,37,37
37,37,37,37,37,37,37
37,37,37,37,37,37,33
37,37,37,37,37,37,34
37,37,37,37,37,33,30
37,37,37,37,36,30,27
37,37,37,37,37,30,18
37,37,37,37,36,27,16
37,37,37,37,37,26,15
37,37,37,37,36,17,9
37,37,35,35,29,18,6
37,35,36,36,32,12,4
37,35,34,33,26,11,3
36,34,29,22,7,7,6
34,31,27,30,24,9,1
0,0,0,0,11,7,3
0,0,0,0,0,2,3
0,0,0,0,0,3,1
0,0,0,0,0,2,1
0,0,0,0,0,0,1
0,0,0,0,0,0,3
0,0,0,0,0,0,2
0,0,0,0,0,0,2
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
