   1.3023748e+00   5.3250369e-02
   1.3040908e+00   5.3156719e-02
   1.3053309e+00   5.3088448e-02
   1.3062272e+00   5.3038793e-02
   1.3068751e+00   5.3002738e-02
   1.3073433e+00   5.2976589e-02
   1.3076818e+00   5.2957641e-02
   1.3079265e+00   5.2943920e-02
   1.3083525e+00   5.2919989e-02
   1.3086604e+00   5.2902651e-02
   1.3091963e+00   5.2872399e-02
   1.3095837e+00   5.2850471e-02
   1.3098637e+00   5.2834588e-02
   1.3103512e+00   5.2806880e-02
   1.3107035e+00   5.2786800e-02
   1.3109582e+00   5.2772258e-02
   1.3114015e+00   5.2746894e-02
   1.3117219e+00   5.2728518e-02
   1.3122797e+00   5.2696450e-02
   1.3126828e+00   5.2673204e-02
   1.3129742e+00   5.2656365e-02
   1.3134814e+00   5.2626987e-02
   1.3138480e+00   5.2605696e-02
   1.3141130e+00   5.2590277e-02
   1.3145742e+00   5.2563379e-02
   1.3149076e+00   5.2543891e-02
   1.3151486e+00   5.2529778e-02
   1.3155681e+00   5.2505166e-02
   1.3158713e+00   5.2487337e-02
   1.3163990e+00   5.2456228e-02
   1.3167804e+00   5.2433681e-02
   1.3170561e+00   5.2417351e-02
   1.3175360e+00   5.2388863e-02
   1.3178828e+00   5.2368221e-02
   1.3181335e+00   5.2353272e-02
   1.3185699e+00   5.2327200e-02
   1.3188853e+00   5.2308312e-02
   1.3194341e+00   5.2275354e-02
   1.3198308e+00   5.2251465e-02
   1.3201176e+00   5.2234162e-02
   1.3206166e+00   5.2203975e-02
   1.3209773e+00   5.2182100e-02
   1.3212380e+00   5.2166258e-02
   1.3216917e+00   5.2138626e-02
   1.3220197e+00   5.2118607e-02
   1.3222567e+00   5.2104111e-02
   1.3226693e+00   5.2078831e-02
   1.3229675e+00   5.2060520e-02
   1.3234865e+00   5.2028573e-02
   1.3238615e+00   5.2005420e-02
   1.3241326e+00   5.1988652e-02
   1.3246044e+00   5.1959403e-02
   1.3249453e+00   5.1938211e-02
   1.3251918e+00   5.1922866e-02
   1.3256207e+00   5.1896103e-02
   1.3259307e+00   5.1876716e-02
   1.3264702e+00   5.1842890e-02
   1.3268601e+00   5.1818375e-02
   1.3271418e+00   5.1800619e-02
   1.3276322e+00   5.1769645e-02
   1.3279866e+00   5.1747202e-02
