   0.0000000e+00   0.0000000e+00
   4.0116900e-02   1.5743859e-02
   4.0234141e-02   1.5789921e-02
   4.0351726e-02   1.5836119e-02
   4.0469654e-02   1.5882452e-02
   4.0587927e-02   1.5928921e-02
   4.0706545e-02   1.5975526e-02
   4.0825511e-02   1.6022268e-02
   4.0944824e-02   1.6069148e-02
   4.1064486e-02   1.6116164e-02
   4.1184498e-02   1.6163319e-02
   4.1304860e-02   1.6210612e-02
   4.1425575e-02   1.6258044e-02
   4.1546642e-02   1.6305615e-02
   4.1668064e-02   1.6353325e-02
   4.1789840e-02   1.6401175e-02
   4.1911973e-02   1.6449166e-02
   4.2034462e-02   1.6497298e-02
   4.2157310e-02   1.6545571e-02
   4.2280516e-02   1.6593985e-02
   4.2404083e-02   1.6642542e-02
   4.2528012e-02   1.6691241e-02
   4.2652302e-02   1.6740083e-02
   4.2776956e-02   1.6789068e-02
   4.2901974e-02   1.6838197e-02
   4.3027358e-02   1.6887471e-02
   4.3153109e-02   1.6936889e-02
   4.3279227e-02   1.6986451e-02
   4.3405714e-02   1.7036160e-02
   4.3532570e-02   1.7086014e-02
   4.3659798e-02   1.7136015e-02
   4.3787397e-02   1.7186162e-02
   4.3915370e-02   1.7236457e-02
   4.4043716e-02   1.7286899e-02
   4.4172438e-02   1.7337489e-02
   4.4301537e-02   1.7388228e-02
   4.4431012e-02   1.7439115e-02
   4.4560867e-02   1.7490152e-02
   4.4691101e-02   1.7541339e-02
   4.4821716e-02   1.7592677e-02
   4.4952712e-02   1.7644164e-02
   4.5084092e-02   1.7695803e-02
   4.5215856e-02   1.7747594e-02
   4.5348005e-02   1.7799537e-02
   4.5480540e-02   1.7851632e-02
   4.5613463e-02   1.7903880e-02
   4.5746775e-02   1.7956282e-02
   4.5880476e-02   1.8008838e-02
   4.6014568e-02   1.8061547e-02
   4.6149053e-02   1.8114412e-02
   4.6283930e-02   1.8167432e-02
   4.6419202e-02   1.8220608e-02
   4.6554870e-02   1.8273939e-02
   4.6690934e-02   1.8327428e-02
   4.6827396e-02   1.8381073e-02
   4.6964257e-02   1.8434876e-02
   4.7101518e-02   1.8488837e-02
   4.7239180e-02   1.8542957e-02
   4.7377245e-02   1.8597235e-02
   4.7515714e-02   1.8651673e-02
   4.7654588e-02   1.8706271e-02
   4.7793867e-02   1.8761030e-02
   4.7933554e-02   1.8815949e-02
   4.8073650e-02   1.8871029e-02
   4.8214155e-02   1.8926272e-02
   4.8355071e-02   1.8981676e-02
   4.8496399e-02   1.9037244e-02
   4.8638140e-02   1.9092974e-02
   4.8780296e-02   1.9148869e-02
   4.8922867e-02   1.9204928e-02
   4.9065855e-02   1.9261151e-02
   4.9209262e-02   1.9317540e-02
   4.9353087e-02   1.9374094e-02
   4.9497333e-02   1.9430815e-02
   4.9642002e-02   1.9487702e-02
   4.9787093e-02   1.9544756e-02
   4.9932608e-02   1.9601978e-02
   5.0078549e-02   1.9659369e-02
   5.0224917e-02   1.9716928e-02
   5.0371712e-02   1.9774656e-02
   5.0518937e-02   1.9832554e-02
   5.0666593e-02   1.9890622e-02
   5.0814680e-02   1.9948861e-02
   5.0963200e-02   2.0007271e-02
   5.1112155e-02   2.0065852e-02
   5.1261545e-02   2.0124606e-02
   5.1411372e-02   2.0183533e-02
   5.1561637e-02   2.0242633e-02
   5.1712342e-02   2.0301907e-02
   5.1863487e-02   2.0361355e-02
   5.2015075e-02   2.0420977e-02
   5.2167105e-02   2.0480775e-02
   5.2319581e-02   2.0540749e-02
   5.2472502e-02   2.0600900e-02
   5.2625870e-02   2.0661227e-02
   5.2779687e-02   2.0721732e-02
   5.2933954e-02   2.0782414e-02
   5.3088672e-02   2.0843275e-02
   5.3243842e-02   2.0904316e-02
   5.3399466e-02   2.0965535e-02
   5.3555545e-02   2.1026935e-02
   5.3712081e-02   2.1088515e-02
   5.3869075e-02   2.1150277e-02
   5.4026527e-02   2.1212220e-02
   5.4184440e-02   2.1274346e-02
   5.4342815e-02   2.1336654e-02
   5.4501653e-02   2.1399146e-02
   5.4660956e-02   2.1461821e-02
   5.4820725e-02   2.1524681e-02
   5.4980961e-02   2.1587726e-02
   5.5141665e-02   2.1650956e-02
   5.5302840e-02   2.1714373e-02
   5.5464485e-02   2.1777976e-02
   5.5626604e-02   2.1841766e-02
   5.5789197e-02   2.1905744e-02
   5.5952265e-02   2.1969911e-02
   5.6115811e-02   2.2034266e-02
   5.6279834e-02   2.2098811e-02
   5.6444338e-02   2.2163546e-02
   5.6609322e-02   2.2228471e-02
   5.6774789e-02   2.2293587e-02
   5.6940740e-02   2.2358895e-02
   5.7107177e-02   2.2424396e-02
   5.7274100e-02   2.2490089e-02
   5.7441511e-02   2.2555976e-02
   5.7609412e-02   2.2622057e-02
   5.7777804e-02   2.2688332e-02
   5.7946689e-02   2.2754803e-02
   5.8116068e-02   2.2821469e-02
   5.8285942e-02   2.2888331e-02
   5.8456313e-02   2.2955391e-02
   5.8627182e-02   2.3022648e-02
   5.8798551e-02   2.3090103e-02
   5.8970422e-02   2.3157757e-02
   5.9142795e-02   2.3225610e-02
   5.9315672e-02   2.3293663e-02
   5.9489055e-02   2.3361917e-02
   5.9662946e-02   2.3430372e-02
   5.9837344e-02   2.3499028e-02
   6.0012253e-02   2.3567887e-02
   6.0187674e-02   2.3636948e-02
   6.0363608e-02   2.3706213e-02
   6.0540056e-02   2.3775683e-02
   6.0717021e-02   2.3845357e-02
   6.0894503e-02   2.3915236e-02
   6.1072504e-02   2.3985321e-02
   6.1251026e-02   2.4055613e-02
   6.1430071e-02   2.4126112e-02
   6.1609639e-02   2.4196819e-02
   6.1789732e-02   2.4267734e-02
   6.1970352e-02   2.4338859e-02
   6.2151501e-02   2.4410193e-02
   6.2333179e-02   2.4481737e-02
   6.2515389e-02   2.4553493e-02
   6.2698132e-02   2.4625460e-02
   6.2881410e-02   2.4697639e-02
   6.3065224e-02   2.4770031e-02
   6.3249575e-02   2.4842637e-02
   6.3434466e-02   2.4915456e-02
   6.3619898e-02   2.4988491e-02
   6.3805872e-02   2.5061741e-02
   6.3992391e-02   2.5135207e-02
   6.4179455e-02   2.5208890e-02
   6.4367066e-02   2.5282790e-02
   6.4555226e-02   2.5356908e-02
   6.4743937e-02   2.5431245e-02
   6.4933199e-02   2.5505801e-02
   6.5123016e-02   2.5580577e-02
   6.5313388e-02   2.5655574e-02
   6.5504316e-02   2.5730792e-02
   6.5695804e-02   2.5806233e-02
   6.5887852e-02   2.5881895e-02
   6.6080461e-02   2.5957782e-02
   6.6273634e-02   2.6033892e-02
   6.6467372e-02   2.6110227e-02
   6.6661678e-02   2.6186787e-02
   6.6856551e-02   2.6263573e-02
   6.7051995e-02   2.6340586e-02
   6.7248011e-02   2.6417827e-02
   6.7444600e-02   2.6495295e-02
   6.7641764e-02   2.6572993e-02
   6.7839506e-02   2.6650919e-02
   6.8037826e-02   2.6729076e-02
   6.8236726e-02   2.6807464e-02
   6.8436208e-02   2.6886083e-02
   6.8636274e-02   2.6964935e-02
   6.8836925e-02   2.7044019e-02
   6.9038164e-02   2.7123338e-02
   6.9239991e-02   2.7202890e-02
   6.9442409e-02   2.7282678e-02
   6.9645419e-02   2.7362701e-02
   6.9849023e-02   2.7442961e-02
