1,0.69701
2,0.71853
3,0.74924
4,0.77177
5,0.83235
6,0.84953
7,0.92232
8,0.92485
9,0.97118
10,0.97799
11,1.0013
12,1.0048
13,1.0106
14,1.0112
15,1.0137
16,1.0141
17,1.0149
18,1.015
19,1.0151
20,1.0152
21,1.0152
22,1.0152
23,1.0153
24,1.0153
25,1.0154
26,1.0157
27,1.0157
28,1.017
29,1.0181
30,1.0182
31,1.0183
32,1.0185
33,1.0187
34,1.0189
35,1.019
36,1.0195
37,1.0197
38,1.0199
39,1.0201
40,1.0203
41,1.0205
42,1.0214
43,1.0258
44,1.0259
45,1.026
46,1.0261
47,1.0263
48,1.0264
49,1.0266
50,1.0428
51,1.0434
52,1.0442
53,1.0452
54,1.0461
55,1.0466
56,1.0486
57,1.0488
58,1.0492
59,1.0494
60,1.0509
61,1.0541
62,1.0591
63,1.0661
64,1.0701
65,1.0725
66,1.0751
67,1.0763
68,1.0782
69,1.0785
70,1.0794
71,1.0795
72,1.0799
73,1.0799
74,1.08
75,1.08
76,1.08
77,1.081
78,1.0822
79,1.0823
80,1.0823
81,1.0825
82,1.0826
83,1.0827
84,1.0827
85,1.0847
86,1.0852
87,1.0856
88,1.086
89,1.0868
90,1.0871
91,1.0872
92,1.0873
93,1.0874
94,1.089
95,1.0898
96,1.09
97,1.0902
98,1.0903
99,1.0912
100,1.0912
101,1.0913
102,1.0914
103,1.0914
104,1.0915
105,1.0915
106,1.0915
107,1.0915
108,1.0915
109,1.0915
110,1.0915
111,1.0915
112,1.0915
113,1.0915
114,1.0915
115,1.0915
116,1.0916
117,1.0916
118,1.0916
119,1.0916
120,1.0923
121,1.0924
122,1.0925
123,1.0925
124,1.0926
125,1.0927
126,1.0973
127,1.0993
128,1.1039
129,1.1043
130,1.1049
131,1.106
132,1.1076
133,1.1097
134,1.1101
135,1.112
136,1.1132
137,1.1137
138,1.1145
139,1.1148
140,1.1149
141,1.126
142,1.1275
143,1.1302
144,1.1314
145,1.1315
146,1.1315
147,1.1316
148,1.1317
149,1.1319
150,1.1327
151,1.1337
152,1.1337
153,1.1337
154,1.1337
155,1.1337
156,1.1337
157,1.1338
158,1.1338
159,1.1338
160,1.1338
161,1.1338
162,1.1338
163,1.1338
164,1.1338
165,1.1338
166,1.1338
167,1.1338
168,1.1338
169,1.1338
170,1.1339
171,1.1339
172,1.134
173,1.1346
174,1.1348
175,1.1349
176,1.1432
177,1.1459
178,1.1541
179,1.1705
180,1.1815
181,1.1817
182,1.1826
183,1.1845
184,1.1858
185,1.1868
186,1.1886
187,1.1945
188,1.1952
189,1.1952
190,1.1952
191,1.1952
192,1.1952
193,1.1952
194,1.1953
195,1.1954
196,1.1981
197,1.1983
198,1.1984
199,1.1984
200,1.1984
201,1.1984
202,1.1986
203,1.1989
204,1.1992
205,1.1994
206,1.1996
207,1.1998
208,1.2001
209,1.2004
210,1.2005
211,1.2841
212,1.2857
213,1.2899
214,1.3055
215,1.3061
216,1.3192
217,1.3393
218,1.3432
219,1.3714
220,1.3915
221,1.4017
222,1.4046
223,1.4191
224,1.4261
225,1.5071
226,1.5101
227,1.5334
228,1.5347
229,1.5516
230,1.5559
231,1.5562
232,1.5593
233,1.5887
234,1.6926
235,1.8253
236,1.9323
237,1.973
238,2.0364
239,2.8957
240,3.0376
241,3.2842
242,3.6344
243,4.0514
244,4.18
245,4.3325
246,4.427
247,4.5667
248,4.6457
249,4.8742
250,5.153
251,5.3547
252,5.7842
253,5.9015
254,5.9628
255,6.0365
256,6.0951
257,6.1408
258,6.1975
259,6.4532
260,6.6304
261,6.771
262,7.0911
263,7.3982
264,7.5396
265,7.6439
266,8.6985
267,14.512
268,14.889
269,15.259
270,15.944
271,16.928
272,18.038
273,18.945
274,24.889
275,27.321
276,27.625
277,27.759
278,28.122
279,28.406
280,28.995
281,29.618
282,29.733
283,32.763
284,37.48
285,41.794
286,44.792
287,71.112
288,74.523
289,79.176
290,84.903
291,90.66
292,95.524
293,98.762
294,114.61
