1,1.0057
2,1.0061
3,1.0061
4,1.0061
5,1.0061
6,1.0061
7,1.0061
8,1.0061
9,1.0067
10,1.008
11,1.008
12,1.0083
13,1.0083
14,1.0083
15,1.0084
16,1.0084
17,1.0085
18,1.0085
19,1.0085
20,1.0087
21,1.0087
22,1.0118
23,1.0118
24,1.0118
25,1.0118
26,1.0118
27,1.0118
28,1.0118
29,1.0145
30,1.0145
31,1.0146
32,1.0146
33,1.0153
34,1.0153
35,1.0169
36,1.0169
37,1.0189
38,1.0206
39,1.0256
40,1.0307
41,1.0322
42,1.0322
43,1.0373
44,1.0373
45,1.0563
46,1.0563
47,1.0594
48,1.0594
49,1.0597
50,1.0608
51,1.0608
52,1.0608
53,1.0608
54,1.0622
55,1.0631
56,1.0631
57,1.0773
58,1.0774
59,1.0774
60,1.0774
61,1.0774
62,1.0774
63,1.0774
64,1.0791
65,1.0791
66,1.0791
67,1.0794
68,1.0794
69,1.0796
70,1.0796
71,1.0799
72,1.0799
73,1.08
74,1.0803
75,1.0803
76,1.0806
77,1.0806
78,1.0811
79,1.0811
80,1.082
81,1.0826
82,1.0859
83,1.0879
84,1.0901
85,1.0905
86,1.0905
87,1.0905
88,1.0907
89,1.0907
90,1.091
91,1.091
92,1.091
93,1.091
94,1.091
95,1.0911
96,1.0911
97,1.0911
98,1.0911
99,1.0912
100,1.0912
101,1.0912
102,1.0912
103,1.0912
104,1.0912
105,1.0912
106,1.0917
107,1.0917
108,1.0917
109,1.092
110,1.0927
111,1.0927
112,1.0934
113,1.0938
114,1.0938
115,1.0948
116,1.0948
117,1.0952
118,1.0972
119,1.0972
120,1.1138
121,1.1209
122,1.1209
123,1.1222
124,1.1222
125,1.1227
126,1.1227
127,1.1229
128,1.1252
129,1.1252
130,1.1281
131,1.1283
132,1.1284
133,1.1284
134,1.1327
135,1.1327
136,1.1333
137,1.1335
138,1.1335
139,1.1336
140,1.1336
141,1.1336
142,1.1336
143,1.1336
144,1.1336
145,1.1336
146,1.1336
147,1.1336
148,1.1336
149,1.1336
150,1.1336
151,1.1336
152,1.1336
153,1.1336
154,1.1336
155,1.1336
156,1.1336
157,1.1363
158,1.1366
159,1.1366
160,1.1367
161,1.1367
162,1.1373
163,1.1373
164,1.1406
165,1.1552
166,1.1604
167,1.1607
168,1.1615
169,1.176
170,1.176
171,1.1766
172,1.177
173,1.177
174,1.1784
175,1.1816
176,1.1816
177,1.1889
178,1.1894
179,1.1894
180,1.1894
181,1.1894
182,1.1894
183,1.1894
184,1.1894
185,1.196
186,1.196
187,1.1963
188,1.1963
189,1.1963
190,1.1963
191,1.1963
192,1.1963
193,1.1963
194,1.2003
195,1.2101
196,1.2167
197,1.2167
198,1.231
199,1.2472
200,1.2488
201,1.259
202,1.259
203,1.2629
204,1.2679
205,1.2934
206,1.2934
207,1.2957
208,1.2957
209,1.2989
210,1.4308
211,1.4308
212,1.4431
213,1.4431
214,1.4889
215,1.4889
216,1.5112
217,1.5383
218,2.4733
219,3.1326
220,3.1326
221,3.9491
222,4.8658
223,5.154
224,5.68
225,6.1036
226,6.7851
227,6.8797
228,6.8797
229,7.105
230,7.7384
231,10.248
232,10.248
233,13.255
234,14.842
235,14.842
236,16.96
237,20.424
238,20.424
239,21.748
240,23.929
241,29.662
242,29.679
243,36.923
244,37.613
245,43.39
246,46.519
247,47.93
248,96.066
249,96.066
250,96.341
251,96.341
252,96.355
253,96.355
254,115.8
255,121.03
256,130.08
257,142.56
258,156.55
259,168.11
260,250.59
261,252.34
262,255.42
263,259.58
264,263.99
265,267.66
266,270.01
267,524.51
268,686.08
269,731.93
270,792.54
271,854.93
272,908.18
273,943.8
